,ship-city,ship-state,ship-postal-code
80209,BENGALURU,Karnataka,560067.0
80210,MUMBAI,Maharashtra,400067.0
80211,NEW DELHI,Delhi,110006.0
80212,NEW DELHI,Delhi,110006.0
80213,NOIDA,Uttar Pradesh,201301.0
80214,NEW DELHI,Delhi,110015.0
80215,AMTA,West Bengal,711401.0
80216,DEHRADUN,Uttarakhand,248001.0
80217,CHENNAI,Tamil Nadu,600073.0
80218,Sagar,Madhya Pradesh,470001.0
80219,HYDERABAD,Telangana,500075.0
80220,HYDERABAD,Telangana,500084.0
80221,TEZPUR,Assam,784001.0
80222,PUNE,Maharashtra,411042.0
80223,HUBBALLI,Karnataka,580020.0
80224,HUBBALLI,Karnataka,580020.0
80225,NEW DELHI,Delhi,110015.0
80226,SIWAN,Bihar,841226.0
80227,ANKLESHWAR,Gujarat,393010.0
80228,CHENNAI,Tamil Nadu,600043.0
80229,SHILLONG,Meghalaya,793004.0
80230,BENGALURU,Karnataka,560103.0
80231,BERHAMPUR,Odisha,760004.0
80232,BHOPAL,Madhya Pradesh,462038.0
80233,VAPI,Gujarat,396195.0
80234,VAPI,Gujarat,396195.0
80235,VAPI,Gujarat,396195.0
80236,VAPI,Gujarat,396195.0
80237,REWA,Madhya Pradesh,486001.0
80238,GURUGRAM,Haryana,122001.0
80239,NEW DELHI,Delhi,110046.0
80240,HYDERABAD,Telangana,500047.0
80241,KOLKATA,West Bengal,700014.0
80242,JAIPUR,Rajasthan,302016.0
80243,BARASAT,West Bengal,700124.0
80244,CHALAKUDY,Kerala,680697.0
80245,PUNE,Maharashtra,411023.0
80246,JALANDHAR,Punjab,144014.0
80247,AHMEDABAD,Gujarat,382330.0
80248,BENGALURU,Karnataka,560026.0
80249,CHENNAI,Tamil Nadu,600011.0
80250,NOIDA,Uttar Pradesh,201301.0
80251,Mumbai,Maharashtra,400005.0
80252,DEHRADUN,Uttarakhand,248141.0
80253,MUMBAI,Maharashtra,400059.0
80254,MUMBAI,Maharashtra,400059.0
80255,BHIMAVARAM,Andhra Pradesh,534202.0
80256,BENGALURU,Karnataka,560049.0
80257,CHENNAI,Tamil Nadu,600001.0
80258,CHENNAI,Tamil Nadu,600001.0
80259,CHENNAI,Tamil Nadu,600001.0
80260,CHENNAI,Tamil Nadu,600001.0
80261,CHENNAI,Tamil Nadu,600001.0
80262,SHIMLA,Himachal Pradesh,171003.0
80263,Agra,Uttar Pradesh,282005.0
80264,BENGALURU,Karnataka,560035.0
80265,HYDERABAD,Telangana,500076.0
80266,HYDERABAD,Telangana,500076.0
80267,IMPHAL,Manipur,795004.0
80268,KOLKATA,West Bengal,700094.0
80269,SATARA,Maharashtra,415001.0
80270,MUMBAI,Maharashtra,400104.0
80271,ERNAKULAM,Kerala,682506.0
80272,KALYAN,Maharashtra,421204.0
80273,NASHIK,Maharashtra,422003.0
80274,VIJAYAWADA,Andhra Pradesh,520008.0
80275,Bengaluru,Karnataka,560032.0
80276,CHENNAI,Tamil Nadu,600063.0
80277,FEROKE,Kerala,673631.0
80278,TALEGAON DABHADE Pune,Maharashtra,410506.0
80279,GREATER NOIDA WEST (Noida Extension),Uttar Pradesh,201306.0
80280,MUMBAI,Maharashtra,400101.0
80281,PAL CHAURAI,Madhya Pradesh,480449.0
80282,CHANDRAPUR,Maharashtra,442401.0
80283,KOLKATA,West Bengal,700019.0
80284,LUCKNOW,Uttar Pradesh,226028.0
80285,Kolkata 700063,West Bengal,700063.0
80286,NEW DELHI,Delhi,110060.0
80287,GURUGRAM,Haryana,122001.0
80288,ATHIYANNUR,Kerala,695501.0
80289,KADIRI,Andhra Pradesh,515591.0
80290,BEHROR,Rajasthan,301701.0
80291,Ranchi,Jharkhand,834002.0
80292,GURGAON,Haryana,122009.0
80293,GURUGRAM,Haryana,122004.0
80294,Kannur,Kerala,670503.0
80295,Nizamabad,Telangana,503212.0
80296,CHENNAI,Tamil Nadu,600062.0
80297,MUMBAI,Maharashtra,400074.0
80298,AHMEDABAD,Gujarat,380008.0
80299,HYDERABAD,Telangana,500018.0
80300,New Delhi,Delhi,110034.0
80301,KOLKATA,West Bengal,700039.0
80302,PATHANAMTHITTA,Kerala,689503.0
80303,HYDERABAD,Telangana,500018.0
80304,KALYAN,Maharashtra,421301.0
80305,Bangalore,Karnataka,560004.0
80306,Bangalore,Karnataka,560004.0
80307,NEW DELHI,Delhi,110059.0
80308,Hyderabad,Telangana,500072.0
80309,GHAZIABAD,Uttar Pradesh,201010.0
80310,CHENNAI,Tamil Nadu,600130.0
80311,CHENNAI,Tamil Nadu,600130.0
80312,Bengaluru,Karnataka,560054.0
80313,GUWAHATI,Assam,781024.0
80314,GUWAHATI,Assam,781024.0
80315,GUWAHATI,Assam,781024.0
80316,Bangalore,Karnataka,560078.0
80317,HYDERABAD,Telangana,500068.0
80318,HYDERABAD,Telangana,500075.0
80319,KANNUR,Kerala,670014.0
80320,BHOPAL,Madhya Pradesh,462022.0
80321,SOUTH GOA,Goa,403802.0
80322,Bangalore,Karnataka,560037.0
80323,CHENNAI,Tamil Nadu,600094.0
80324,THIRUVANANTHAPURAM,Kerala,695028.0
80325,Hyderabad,Telangana,500004.0
80326,Hyderabad,Telangana,500004.0
80327,NEW DELHI,Delhi,110092.0
80328,KORAPUT,Odisha,764020.0
80329,GURGAON,Haryana,122018.0
80330,BENGALURU,Karnataka,560038.0
80331,CHENNAI,Tamil Nadu,600092.0
80332,CHANDIGARH,Chandigarh,160036.0
80333,HYDERABAD,Telangana,500018.0
80334,PORT BLAIR,Andaman & Nicobar Islands,744101.0
80335,New Delhi,Delhi,110011.0
80336,LAKHISARAI,Bihar,811311.0
80337,MUMBAI,Maharashtra,400080.0
80338,NEW DELHI,Delhi,110059.0
80339,BENGALURU,Karnataka,560064.0
80340,NEW DELHI,Delhi,110031.0
80341,FIROZPUR,Punjab,152001.0
80342,GHAZIABAD,Uttar Pradesh,201017.0
80343,BENGALURU,Karnataka,560102.0
80344,FIROZPUR,Punjab,152001.0
80345,KANPUR,Uttar Pradesh,208011.0
80346,JALANDHAR,Punjab,144012.0
80347,BENGALURU,Karnataka,560097.0
80348,PUNE,Maharashtra,411015.0
80349,CHENNAI,Tamil Nadu,600099.0
80350,NEW DELHI,Delhi,110075.0
80351,BENGALURU,Karnataka,560014.0
80352,PUNE,Maharashtra,411013.0
80353,PUNE,Maharashtra,411013.0
80354,MUMBAI,Maharashtra,400056.0
80355,CUTTACK,Odisha,753012.0
80356,KAILASAHAR,Tripura,799277.0
80357,GHAZIABAD,Uttar Pradesh,201009.0
80358,DAHANU,Maharashtra,401602.0
80359,BENGALURU,Karnataka,560027.0
80360,PUNE,Maharashtra,411047.0
80361,CHENNAI,Tamil Nadu,600126.0
80362,CHENNAI,Tamil Nadu,600119.0
80363,JALGAON,Maharashtra,425001.0
80364,JAMSHEDPUR,Jharkhand,831004.0
80365,PUNE,Maharashtra,412207.0
80366,NEW DELHI,Delhi,110092.0
80367,MUMBAI,Maharashtra,400055.0
80368,COIMBATORE,Tamil Nadu,641041.0
80369,NEW DELHI,Delhi,110006.0
80370,BENGALURU,Karnataka,560077.0
80371,HYDERABAD,Telangana,500091.0
80372,GUNTUR,Andhra Pradesh,522004.0
80373,Mumbai,Maharashtra,401105.0
80374,THANE,Maharashtra,400607.0
80375,PALAKKAD,Kerala,678004.0
80376,HYDERABAD,Telangana,500083.0
80377,HYDERABAD,Telangana,500084.0
80378,Talcher,Odisha,759116.0
80379,PUNE,Maharashtra,411045.0
80380,KOCHI,Kerala,682013.0
80381,COURTALAM,Tamil Nadu,627818.0
80382,HYDERABAD,Telangana,500070.0
80383,HYDERABAD,Telangana,500070.0
80384,Navi Mumbai 410218,Maharashtra,410218.0
80385,DAHANU,Maharashtra,401602.0
80386,KHATRA,West Bengal,722140.0
80387,NAGERCOIL,Tamil Nadu,629001.0
80388,BHUBANESWAR,Odisha,751021.0
80389,BHUBANESWAR,Odisha,751021.0
80390,NEW DELHI,Delhi,110018.0
80391,NEW DELHI,Delhi,110018.0
80392,HYDERABAD,Telangana,500091.0
80393,VENGURLA,Maharashtra,416516.0
80394,RAMAGUNDAM,Telangana,505209.0
80395,New Delhi,Delhi,110015.0
80396,GUDALUR THE NILGIRIS DISTRICT,Tamil Nadu,643212.0
80397,GUDALUR THE NILGIRIS DISTRICT,Tamil Nadu,643212.0
80398,Kalyan,Maharashtra,421306.0
80399,coimbatore,Tamil Nadu,641006.0
80400,HUZUR NAGAR,Telangana,508204.0
80401,VISAKHAPATNAM,Andhra Pradesh,530013.0
80402,CHIRAKKAL,Kerala,670011.0
80403,Gajwel,Telangana,502278.0
80404,JAIPUR,Rajasthan,302002.0
80405,UPLETA,Gujarat,360490.0
80406,NAGPUR,Maharashtra,440020.0
80407,MADHEPURA,Bihar,852210.0
80408,SECUNDERABAD,Telangana,500011.0
80409,HYDERABAD,Telangana,500015.0
80410,HYDERABAD,Telangana,500015.0
80411,THRISSUR,Kerala,680004.0
80412,Unnao,Uttar Pradesh,209861.0
80413,NEW DELHI,Delhi,110059.0
80414,AGARTALA,Tripura,799001.0
80415,Greater noida west,Uttar Pradesh,201301.0
80416,PUNE,Maharashtra,411007.0
80417,BENGALURU,Karnataka,560084.0
80418,MADHEPURA,Bihar,852210.0
80419,BENGALURU,Karnataka,560023.0
80420,BENGALURU,Karnataka,560023.0
80421,EAST DELHI,Delhi,110053.0
80422,GHAZIABAD,Uttar Pradesh,201009.0
80423,NEW DELHI,Delhi,110010.0
80424,Nileshwaram,Kerala,671314.0
80425,NEW DELHI,Delhi,110035.0
80426,MUMBAI,Maharashtra,400053.0
80427,AHMEDABAD,Gujarat,380060.0
80428,BENGALURU,Karnataka,560010.0
80429,Badsar,Himachal Pradesh,174305.0
80430,ERNAKULAM,Kerala,682017.0
80431,KOTTAYAM,Kerala,686006.0
80432,LALITPUR,Uttar Pradesh,284403.0
80433,LALITPUR,Uttar Pradesh,284403.0
80434,LALITPUR,Uttar Pradesh,284403.0
80435,LALITPUR,Uttar Pradesh,284403.0
80436,Hyderabad,Telangana,500089.0
80437,PATNA,Bihar,800008.0
80438,HUBBALLI,Karnataka,580031.0
80439,ALAPPUZHA,Kerala,688505.0
80440,NEW DELHI,Delhi,110018.0
80441,BATHINDA,Punjab,151001.0
80442,GREATER NOIDA,Uttar Pradesh,201308.0
80443,BENGALURU,Karnataka,560098.0
80444,HYDERABAD,Telangana,500079.0
80445,NOIDA Extention,Uttar Pradesh,201303.0
80446,NOIDA Extention,Uttar Pradesh,201303.0
80447,HYDERABAD,Telangana,500078.0
80448,ERNAKULAM,Kerala,682018.0
80449,KHAMMAM,Telangana,507002.0
80450,BARBIL,Odisha,758035.0
80451,BARBIL,Odisha,758035.0
80452,BARBIL,Odisha,758035.0
80453,JAIPUR,Rajasthan,302017.0
80454,NOIDA,Uttar Pradesh,201301.0
80455,,,
80456,BANGALORE,Karnataka,560037.0
80457,KONNAGAR,West Bengal,712235.0
80458,Imphal,Manipur,795004.0
80459,NEW DELHI,Delhi,110041.0
80460,Bengaluru,Karnataka,560035.0
80461,HYDERABAD,Telangana,500019.0
80462,Pune,Maharashtra,412115.0
80463,BENGALURU,Karnataka,560105.0
80464,PANDHARPUR,Maharashtra,413304.0
80465,NAGPUR,Maharashtra,440009.0
80466,Karkamb,Maharashtra,413302.0
80467,PUNE,Maharashtra,411002.0
80468,VISAKHAPATNAM,Andhra Pradesh,530018.0
80469,BENGALURU,Karnataka,560023.0
80470,MUMBAI,Maharashtra,400072.0
80471,NAGPUR,Maharashtra,440037.0
80472,trivandrum,Kerala,695004.0
80473,trivandrum,Kerala,695004.0
80474,BALIPARA,Assam,784101.0
80475,NAGERCOIL,Tamil Nadu,629003.0
80476,NAGERCOIL,Tamil Nadu,629003.0
80477,gaya,Bihar,823002.0
80478,BURLA,Odisha,768020.0
80479,BENGALURU,Karnataka,560085.0
80480,SURAT,Gujarat,395017.0
80481,SECUNDERABAD,Telangana,500003.0
80482,GHAZIABAD,Uttar Pradesh,201007.0
80483,KOLKATA,West Bengal,700029.0
80484,PALAMPUR,Himachal Pradesh,176061.0
80485,TIRURANGADI,Kerala,676306.0
80486,NAGERCOIL,Tamil Nadu,629003.0
80487,NAGERCOIL,Tamil Nadu,629003.0
80488,CHENNAI,Tamil Nadu,600116.0
80489,CHENNAI,Tamil Nadu,600116.0
80490,FEROKE,Kerala,673631.0
80491,INKOLLU,Andhra Pradesh,523190.0
80492,Ghaziabad,Uttar Pradesh,201012.0
80493,JAIPUR,Rajasthan,302039.0
80494,KOLKATA,West Bengal,700001.0
80495,BENGALURU,Karnataka,560092.0
80496,NAVI MUMBAI,Maharashtra,400706.0
80497,KOLKATA,West Bengal,700028.0
80498,GUWAHATI,Assam,781019.0
80499,KOTTUVALLY,Kerala,683518.0
80500,BENGALURU,Karnataka,560092.0
80501,KALYAN,Maharashtra,421605.0
80502,GODHRA,Gujarat,389001.0
80503,BENGALURU,Karnataka,560049.0
80504,AMADALAVALASA,Andhra Pradesh,532185.0
80505,CHENNAI,Tamil Nadu,600119.0
80506,RAIPUR,Chhattisgarh,492001.0
80507,MOONNIYUR,Kerala,676317.0
80508,HYDERABAD,Telangana,500055.0
80509,HYDERABAD-500018,Telangana,500018.0
80510,CHENNAI,Tamil Nadu,600045.0
80511,chandausi Dist.Sambhal,Uttar Pradesh,244412.0
80512,SILIGURI,West Bengal,734009.0
80513,PALAKKAD,Kerala,679551.0
80514,MUMBAI,Maharashtra,400056.0
80515,NAVI MUMBAI,Maharashtra,410206.0
80516,GUNTUR,Andhra Pradesh,522306.0
80517,NAVI MUMBAI,Maharashtra,400706.0
80518,ALAPPUZHA,Kerala,688562.0
80519,BENGALURU,Karnataka,560076.0
80520,Alwar,Rajasthan,301410.0
80521,KOLKATAkolkata,West Bengal,700014.0
80522,NEW DELHI,Delhi,110042.0
80523,NEW DELHI,Delhi,110042.0
80524,NEW DELHI,Delhi,110042.0
80525,VAGHODIA,Gujarat,391760.0
80526,KANPUR,Uttar Pradesh,208001.0
80527,KANPUR,Uttar Pradesh,208001.0
80528,VADODARA,Gujarat,391410.0
80529,VADODARA,Gujarat,391410.0
80530,MANGALURU,Karnataka,575013.0
80531,GUWAHATI,Assam,781035.0
80532,"Kottarakara, Kollam",Kerala,691506.0
80533,BHOPAL,Madhya Pradesh,462016.0
80534,MOHALI,Punjab,160055.0
80535,DHARMADOM,Kerala,670661.0
80536,BILASPUR,Himachal Pradesh,174001.0
80537,CHENNAI,Tamil Nadu,600092.0
80538,MUMBAI,Maharashtra,400065.0
80539,JAIPUR,Rajasthan,302026.0
80540,CHENNAI,Tamil Nadu,600002.0
80541,MUMBAI,Maharashtra,400074.0
80542,NEW DELHI,Delhi,110092.0
80543,AHMEDABAD,Gujarat,380008.0
80544,AHMEDABAD,Gujarat,380008.0
80545,AHMEDABAD,Gujarat,380008.0
80546,JABALPUR,Madhya Pradesh,482004.0
80547,PUNE,Maharashtra,411060.0
80548,KANNUR,Kerala,670101.0
80549,GHAZIABAD,Uttar Pradesh,201009.0
80550,Bengaluru,Karnataka,560066.0
80551,RAJAPALAYAM VIRUDHUNAGAR DISTRICT,Tamil Nadu,626117.0
80552,AMRITSAR,Punjab,143001.0
80553,NEW RAIPUR,Chhattisgarh,492015.0
80554,KOTTAYAM,Kerala,686515.0
80555,HYDERABAD,Telangana,500076.0
80556,MUMBAI,Maharashtra,400067.0
80557,RAIPUR,Chhattisgarh,492012.0
80558,Mumbai,Maharashtra,400055.0
80559,GHAZIABAD,Uttar Pradesh,201003.0
80560,KOLKATA,West Bengal,700092.0
80561,HYDERABAD,Telangana,500072.0
80562,Hosur,Tamil Nadu,635109.0
80563,GREATER NOIDA,Uttar Pradesh,201310.0
80564,BHUSAWAL,Maharashtra,425201.0
80565,BENGALURU,Karnataka,560096.0
80566,BENGALURU,Karnataka,560096.0
80567,JAMUI,Bihar,811303.0
80568,JAMUI,Bihar,811303.0
80569,NEW DELHI,Delhi,110001.0
80570,JAMMU,Jammu & Kashmir,180001.0
80571,GHAZIABAD,Uttar Pradesh,201010.0
80572,Miyapur HYDERABAD,Telangana,500049.0
80573,VARANASI,Uttar Pradesh,221005.0
80574,AHMEDABAD,Gujarat,382481.0
80575,LUCKNOW,Uttar Pradesh,226003.0
80576,TUMKUR,Karnataka,572106.0
80577,CHENNAI,Tamil Nadu,600062.0
80578,PATNA,Bihar,801503.0
80579,TIRODI,Madhya Pradesh,481449.0
80580,JALANDHAR,Punjab,144003.0
80581,CHENNAI,Tamil Nadu,600015.0
80582,THIRUVANANTHAPURAM,Kerala,695012.0
80583,KALLUR,Andhra Pradesh,518218.0
80584,Bangalore,Karnataka,560043.0
80585,THIRUVANANTHAPURAM,Kerala,695033.0
80586,KOOTHANALLUR,Tamil Nadu,614101.0
80587,ALAWALPUR,Punjab,144301.0
80588,HYDERABAD,Telangana,500062.0
80589,GORAKHPUR,Uttar Pradesh,273016.0
80590,Bhayander (Easy),Maharashtra,401105.0
80591,Kolkata,West Bengal,700031.0
80592,BENGALURU,Karnataka,560029.0
80593,KALOL GANDHINAGAR DISTRICT,Gujarat,382721.0
80594,Ongole,Andhra Pradesh,523001.0
80595,HYDERABAD,Telangana,500089.0
80596,Thane,Maharashtra,401107.0
80597,CHENNAI,Tamil Nadu,600044.0
80598,NOIDA,Uttar Pradesh,201301.0
80599,MYSURU,Karnataka,570023.0
80600,HARIDWAR,Uttarakhand,249402.0
80601,ERNAKULAM,Kerala,682019.0
80602,ANANTNAG,Jammu & Kashmir,192101.0
80603,HYDERABAD,Telangana,500035.0
80604,Ongole,Andhra Pradesh,523001.0
80605,NOIDA,Uttar Pradesh,201301.0
80606,HYDERABAD,Telangana,500072.0
80607,JAIPUR,Rajasthan,302031.0
80608,IMPHAcity,Manipur,795001.0
80609,Bengaluru,Karnataka,560043.0
80610,KUMTA,Karnataka,581343.0
80611,BENGALURU,Karnataka,560036.0
80612,BENGALURU,Karnataka,560077.0
80613,KALYAN,Maharashtra,421306.0
80614,KALYAN,Maharashtra,421306.0
80615,HYDERABAD,Telangana,500029.0
80616,HYDERABAD,Telangana,500029.0
80617,BENGALURU,Karnataka,560102.0
80618,BENGALURU,Karnataka,560102.0
80619,HYDERABAD,Telangana,500020.0
80620,GURUGRAM,Haryana,122017.0
80621,Hyderabad,Telangana,500084.0
80622,THANE,Maharashtra,401107.0
80623,DELHI,Delhi,110084.0
80624,CHENNAI,Tamil Nadu,600112.0
80625,Palakkad,Kerala,678553.0
80626,Bhopal,Madhya Pradesh,462003.0
80627,HYDERABAD,Telangana,500092.0
80628,CHENNAI,Tamil Nadu,600044.0
80629,CHENNAI,Tamil Nadu,600044.0
80630,CHENNAI,Tamil Nadu,600044.0
80631,AHMEDABAD,Gujarat,380058.0
80632,BENGALURU,Karnataka,560023.0
80633,KALYAN,Maharashtra,421301.0
80634,KOLKATA,West Bengal,700010.0
80635,New Delhi,Delhi,110048.0
80636,THIRUVANANTHAPURAM,Kerala,695009.0
80637,PALAKKAD,Kerala,678731.0
80638,DELHI,Delhi,110019.0
80639,VARANASI,Uttar Pradesh,221106.0
80640,New usmanpur 1 pusta,Delhi,110053.0
80641,MUMBAI,Maharashtra,400092.0
80642,THANE,Maharashtra,400606.0
80643,CHENNAI,Tamil Nadu,600116.0
80644,CHENNAI,Tamil Nadu,600116.0
80645,CHENNAI,Tamil Nadu,600116.0
80646,NEW DELHI,Delhi,110006.0
80647,MUMBAI,Maharashtra,400102.0
80648,THANE,Maharashtra,400604.0
80649,DEHRADUN,Uttarakhand,248001.0
80650,BENGALURU,Karnataka,560082.0
80651,GUNTUR,Andhra Pradesh,522509.0
80652,KANJIKODE INDUSTRIAL AREA,Kerala,678621.0
80653,Coimbatore,Tamil Nadu,641046.0
80654,NAGERCOIL -  2,Tamil Nadu,629002.0
80655,FARIDPUR BAREILLY DISTRICT,Uttar Pradesh,243503.0
80656,JETPUR NAVAGADH,Gujarat,360370.0
80657,COIMBATORE,Tamil Nadu,641041.0
80658,ALWAR,Rajasthan,301001.0
80659,VADAKARA,Kerala,673101.0
80660,GANGTOK,Sikkim,737101.0
80661,HYDERABAD,Telangana,500019.0
80662,NEW DELHI,Delhi,110078.0
80663,Abohar,Punjab,152116.0
80664,ULLAL,Karnataka,575020.0
80665,CHENNAI,Tamil Nadu,600023.0
80666,KOLKATA,West Bengal,700084.0
80667,DHARWAD,Karnataka,580001.0
80668,THIRUVANANTHAPURAM,Kerala,695562.0
80669,MUMBAI,Maharashtra,400077.0
80670,BENGALURU,Karnataka,562123.0
80671,GUWAHATI In,Assam,781038.0
80672,"Karukachal, kottayam",Kerala,686540.0
80673,KOTA,Rajasthan,324009.0
80674,PATHANAMTHITTA,Kerala,689545.0
80675,BHILAI,Chhattisgarh,490001.0
80676,MURBAD,Maharashtra,421401.0
80677,Sonipat,Haryana,131001.0
80678,KARNAL,Haryana,132001.0
80679,mangalam,Tamil Nadu,641663.0
80680,GHAZIABAD,Uttar Pradesh,201001.0
80681,KOLKATA,West Bengal,700035.0
80682,Thane - west,Maharashtra,400607.0
80683,ERNAKULAM,Kerala,682028.0
80684,ERNAKULAM,Kerala,682028.0
80685,Bardhaman,West Bengal,713103.0
80686,FARIDABAD,Haryana,121006.0
80687,BENGALURU,Karnataka,560062.0
80688,GURUGRAM,Haryana,122505.0
80689,GURUGRAM,Haryana,122505.0
80690,THAIKATTUSSERY,Kerala,688526.0
80691,NEW DELHI,Delhi,110080.0
80692,BADDI,Himachal Pradesh,173205.0
80693,Chennai,Tamil Nadu,600053.0
80694,ANANTAPUR,Andhra Pradesh,515001.0
80695,NEW DELHI,Delhi,110092.0
80696,Mysore,Karnataka,570026.0
80697,MUMBAI,Maharashtra,400075.0
80698,SECUNDERABAD,Telangana,500010.0
80699,GHAZIABAD,Uttar Pradesh,201017.0
80700,HYDERABAD,Telangana,500053.0
80701,HYDERABAD,Telangana,502032.0
80702,MUMBAI,Maharashtra,400101.0
80703,MUMBAI,Maharashtra,400101.0
80704,GUWAHATI,Assam,781016.0
80705,Kochi,Kerala,682314.0
80706,SALEM,Tamil Nadu,636005.0
80707,THANE,Maharashtra,400607.0
80708,THANE,Maharashtra,400607.0
80709,Thiruvananthapuram,Kerala,695012.0
80710,Bangalore,Karnataka,560048.0
80711,PUNE,Maharashtra,411046.0
80712,MUMBAI,Maharashtra,400092.0
80713,THAIKATTUSSERY,Kerala,688526.0
80714,RANCHI,Jharkhand,834005.0
80715,NAVI MUMBAI,Maharashtra,410210.0
80716,BARASAT,West Bengal,700124.0
80717,BARASAT,West Bengal,700124.0
80718,Dahod,Gujarat,389151.0
80719,NEW DELHI,Delhi,110013.0
80720,RUDRAPUR,Uttarakhand,263153.0
80721,JALANDHAR,Punjab,144001.0
80722,SIROHI,Rajasthan,307001.0
80723,NEW DELHI,Delhi,110030.0
80724,NARNAUL,Haryana,123001.0
80725,GONDAL,Gujarat,360311.0
80726,GUWAHATI,Assam,781026.0
80727,NEW DELHI,Delhi,110023.0
80728,NEW DELHI,Delhi,110068.0
80729,BIKANER,Rajasthan,334001.0
80730,BIKANER,Rajasthan,334001.0
80731,CHENNAI,Tamil Nadu,600095.0
80732,Chennai,Tamil Nadu,600042.0
80733,GHAZIABAD,Uttar Pradesh,201010.0
80734,PUNE,Maharashtra,411057.0
80735,MUMBAI,Maharashtra,400080.0
80736,KANPUR,Uttar Pradesh,208014.0
80737,KOLKATA,West Bengal,700052.0
80738,DAHI,Madhya Pradesh,454365.0
80739,bhubaneswar,Odisha,751024.0
80740,THANE,Maharashtra,400601.0
80741,THANE,Maharashtra,400601.0
80742,AMETHI SULTANPUR DISTRICT,Uttar Pradesh,227405.0
80743,bhubaneswar,Odisha,751024.0
80744,AHMEDABAD,Gujarat,380051.0
80745,AHMEDABAD,Gujarat,380051.0
80746,MUMBAI,Maharashtra,400018.0
80747,GURUGRAM,Haryana,122003.0
80748,BENGALURU,Karnataka,560103.0
80749,BENGALURU,Karnataka,560103.0
80750,SAGRI,Uttar Pradesh,276135.0
80751,BENGALURU,Karnataka,560043.0
80752,BENGALURU,Karnataka,560043.0
80753,NAVI MUMBAI,Maharashtra,400703.0
80754,ANJAR,Gujarat,370110.0
80755,PANCHGANI,Maharashtra,412805.0
80756,BHUBANESWAR,Odisha,752050.0
80757,MUMBAI,Maharashtra,400066.0
80758,CONTAI,West Bengal,721401.0
80759,SITAMARHI,Bihar,843314.0
80760,NAVI MUMBAI,Maharashtra,410208.0
80761,NAVI MUMBAI,Maharashtra,410208.0
80762,KOLAGHAT,West Bengal,721134.0
80763,MUMBAI,Maharashtra,400068.0
80764,BENGALURU,Karnataka,560068.0
80765,RAIGARH,Chhattisgarh,496001.0
80766,CHENNAI,Tamil Nadu,600097.0
80767,JAIPUR,Rajasthan,302011.0
80768,BENGALURU,Karnataka,560103.0
80769,Abohar,Punjab,152116.0
80770,Abohar,Punjab,152116.0
80771,SATARA,Maharashtra,415002.0
80772,GUWAHATI,Assam,781003.0
80773,PATHANAMTHITTA,Kerala,691525.0
80774,DEHRADUN,Uttarakhand,248006.0
80775,BENGALURU,Karnataka,560037.0
80776,PATNA,Bihar,800008.0
80777,AJMER,Rajasthan,305001.0
80778,NEW DELHI,Delhi,110048.0
80779,RANCHI,Jharkhand,835221.0
80780,GREATER NOIDA,Uttar Pradesh,201306.0
80781,Mandi,Himachal Pradesh,175106.0
80782,Pantnagar,Uttarakhand,263145.0
80783,HYDERABAD,Telangana,502325.0
80784,HYDERABAD,Telangana,502325.0
80785,Patna,Bihar,800013.0
80786,BANDA,Uttar Pradesh,210001.0
80787,JAUNPUR,Uttar Pradesh,222001.0
80788,CHENNAI,Tamil Nadu,600073.0
80789,BENGALURU,Karnataka,560091.0
80790,Mandi,Himachal Pradesh,175106.0
80791,DEHRADUN,Uttarakhand,248001.0
80792,BHATKAL,Karnataka,581320.0
80793,MANGALURU,Karnataka,575001.0
80794,GURUGRAM,Haryana,122505.0
80795,MUMBAI,Maharashtra,400099.0
80796,VADODARA,Gujarat,390019.0
80797,HYDERABAD,Telangana,501510.0
80798,BHANDARA,Maharashtra,441904.0
80799,GANDHINAGAR,Gujarat,382028.0
80800,BADDI,Himachal Pradesh,173205.0
80801,Soreng,Sikkim,737121.0
80802,DEHRADUN,Uttarakhand,248001.0
80803,JAUNPUR,Uttar Pradesh,222001.0
80804,PICHHORE SHIVPURI DISTRICT,Madhya Pradesh,473995.0
80805,HYDERABAD,Telangana,500084.0
80806,Kharar,Punjab,140301.0
80807,KALYAN,Maharashtra,421204.0
80808,NOIDA,Uttar Pradesh,201301.0
80809,GREATER NOIDA,Uttar Pradesh,201308.0
80810,HYDERABAD,Telangana,500072.0
80811,GURUGRAM,Haryana,122003.0
80812,BADAMI,Karnataka,587201.0
80813,Bijapur,Karnataka,586101.0
80814,NOIDA,Uttar Pradesh,201301.0
80815,VADODARA,Gujarat,390012.0
80816,HYDERABAD,Telangana,500097.0
80817,MADHURAWADA,Andhra Pradesh,530048.0
80818,NEW DELHI,Delhi,110015.0
80819,NEW DELHI,Delhi,110018.0
80820,KANPUR,Uttar Pradesh,208007.0
80821,CHEMANCHERI,Kerala,673304.0
80822,VADODARA,Gujarat,390006.0
80823,HYDERABAD,Telangana,500057.0
80824,NEW DELHI,Delhi,110063.0
80825,BENGALURU,Karnataka,560032.0
80826,BAREILLY,Uttar Pradesh,243005.0
80827,MUMBAI,Maharashtra,400083.0
80828,MUMBAI,Maharashtra,400031.0
80829,MUMBAI,Maharashtra,400031.0
80830,MUMBAI,Maharashtra,400031.0
80831,NEW DELHI,Delhi,110047.0
80832,NEW DELHI,Delhi,110047.0
80833,NEW DELHI,Delhi,110047.0
80834,NEW DELHI,Delhi,110032.0
80835,HUBBALLI,Karnataka,580031.0
